2024-02-08 10:45:03,129 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-02-08 10:45:03,160 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-02-08 10:45:03,161 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-02-08 10:45:03,161 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-02-08 10:45:03,165 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-02-08 10:45:03,165 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-02-08 10:45:03,169 INFO  SwAddin.cs: 201 - Setting up command manager
2024-02-08 10:45:03,169 INFO  SwAddin.cs: 204 - Adding command manager
2024-02-08 10:45:03,171 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-02-08 10:45:03,171 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-02-08 10:45:03,171 INFO  SwAddin.cs: 210 - Adding event handlers
2024-02-08 10:45:03,173 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-02-08 11:00:13,933 INFO  SwAddin.cs: 294 - Assembly export called for file hamdard_bottle.SLDASM
2024-02-08 11:00:15,532 INFO  SwAddin.cs: 313 - Saving assembly
2024-02-08 11:00:15,650 INFO  SwAddin.cs: 316 - Opening property manager
2024-02-08 11:00:15,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_bottle.SLDASM
2024-02-08 11:00:15,669 INFO  ExportHelperExtension.cs: 1136 - Found 29 in hamdard_bottle.SLDASM
2024-02-08 11:00:15,669 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_bottle.SLDASM
2024-02-08 11:00:15,669 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 11:00:15,669 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-02-08 11:00:15,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,674 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,674 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,676 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,676 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,677 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,677 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_bottle.SLDASM
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1136 - Found 29 in hamdard_bottle.SLDASM
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_bottle.SLDASM
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 11:00:15,678 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-02-08 11:00:15,680 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,680 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,680 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrp_cmp4.step-1
2024-02-08 11:00:15,680 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,681 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,681 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrp_cmp3.step-1
2024-02-08 11:00:15,681 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,682 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,682 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrup_cmp1.step-1
2024-02-08 11:00:15,682 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,682 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,684 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrup_cmp2.step-1
2024-02-08 11:00:15,988 INFO  SwAddin.cs: 339 - Loading config tree
2024-02-08 11:00:15,988 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-02-08 11:00:16,004 INFO  SwAddin.cs: 344 - Showing property manager
2024-02-08 11:00:34,435 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-02-08 11:16:26,252 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-02-08 11:16:26,378 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-02-08 11:16:39,412 INFO  SwAddin.cs: 294 - Assembly export called for file hamdard_bottle.SLDASM
2024-02-08 11:16:39,413 INFO  SwAddin.cs: 299 - Save is required
2024-02-08 11:16:39,413 INFO  SwAddin.cs: 313 - Saving assembly
2024-02-08 11:16:39,659 INFO  SwAddin.cs: 316 - Opening property manager
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_bottle.SLDASM
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1136 - Found 30 in hamdard_bottle.SLDASM
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_bottle.SLDASM
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,659 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,663 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_bottle.SLDASM
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 30 in hamdard_bottle.SLDASM
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_bottle.SLDASM
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrp_cmp4.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrp_cmp3.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrup_cmp1.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1136 - Found 36 in hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hamdard_syrup_cmp2.step-1
2024-02-08 11:16:39,773 INFO  SwAddin.cs: 339 - Loading config tree
2024-02-08 11:16:39,774 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
